 'frameRate': 119.98612831479856, 'expName': 'FT-RNGT_MRI',,,
trial,block_type,time,stimulus,response
23,random,312.7095046216,tap,b
24,random,313.3392465862,stimulus,
24,random,313.4454844045,tap,b
25,random,314.089365291,stimulus,
25,random,314.1754904627,tap,b
25,random,314.7804642601,tap,e
26,random,314.8394692048,stimulus,
27,random,315.5895785521,stimulus,
27,random,315.6314248103,tap,e
27,random,316.2854127319,tap,b
28,random,316.3396788436,stimulus,
29,random,317.0897854742,stimulus,
29,random,317.1063754644,tap,b
30,random,317.8399041789,stimulus,
30,random,317.9253752293,tap,b
31,random,318.5900295245,stimulus,
31,random,318.6763285651,tap,b
32,random,319.3401726796,stimulus,
32,random,319.4933916237,tap,e
33,random,320.0903055716,stimulus,
33,random,320.1763154344,tap,e
34,random,320.84042488,stimulus,
34,random,320.9363036137,tap,b
35,random,321.5905680351,stimulus,
35,random,321.6583340402,tap,b
36,random,322.3407126995,stimulus,
36,random,322.4932515626,tap,b
37,random,323.0908368376,stimulus,
37,random,323.1609781453,tap,b
38,random,323.8409766723,stimulus,
38,random,323.9202427765,tap,b
39,random,324.5911282793,stimulus,
39,random,324.6412640993,tap,b
39,random,325.3162361248,tap,e
40,random,325.34124306,stimulus,
41,random,326.0913539165,stimulus,
41,random,326.2521796247,tap,e
42,random,326.841471112,stimulus,
42,random,326.860149642,tap,b
43,random,327.5915988724,stimulus,
43,random,327.7131175327,tap,e
44,random,328.3417384052,stimulus,
44,random,328.437160733,tap,b
44,random,329.0841157182,tap,e
45,random,329.0918589211,stimulus,
46,random,329.8419673628,stimulus,
46,random,329.9600992019,tap,b
47,random,330.5920930102,stimulus,
47,random,330.6670700465,tap,b
48,random,331.3421942073,stimulus,
48,random,331.4850450112,tap,e
49,random,332.0923129121,stimulus,
49,random,332.1350433057,tap,e
50,random,332.8424225612,stimulus,
50,random,332.8450366317,tap,e
51,random,333.5925457938,stimulus,
51,random,333.6670401628,tap,b
52,random,334.3426919674,stimulus,
52,random,334.3519984811,tap,e
53,random,335.0928091629,stimulus,
53,random,335.1589593343,tap,e
54,random,335.8429317918,stimulus,
54,random,335.8449666012,tap,b
55,random,336.5931051324,stimulus,
55,random,336.716913972,tap,b
55,random,337.1889034216,tap,e
56,random,337.3431999906,stimulus,
56,random,338.0369130302,tap,e
57,random,338.0932957543,stimulus,
57,random,338.8138987051,tap,b
58,random,338.8433851791,stimulus,
58,random,339.507920845,tap,b
59,random,339.5934839613,stimulus,
59,random,340.32482392,tap,e
60,random,340.3435788195,stimulus,
61,random,341.0936785074,stimulus,
61,random,341.1018412897,tap,e
62,random,341.843797514,stimulus,
62,random,341.8710279183,tap,e
62,random,342.5817752799,tap,b
63,random,342.5939047482,stimulus,
63,random,343.3088291892,tap,e
64,random,343.3440116806,stimulus,
65,random,344.0941174056,stimulus,
65,random,344.14575858,tap,e
66,random,344.8442672015,stimulus,
66,random,344.9997932288,tap,e
